OrderDate,Region,Category,SubCategory,Sales,Quantity,Discount,Profit
08/06/2019,South,Office Supplies,Labels,697.53,3,0.1,1883.33
23/01/2022,North,Office Supplies,Storage,356.01,9,0.82,576.74
11/11/2018,South,Electronics,Accessories,793.39,10,0.13,6902.49
31/07/2018,West,Office Supplies,Labels,1131.56,8,0.31,6246.21
28/01/2022,West,Office Supplies,Art,865.96,5,0.25,3247.35
11/03/2019,South,Office Supplies,Storage,435.23,3,0.1,1175.12
13/10/2018,North,Electronics,Accessories,1167.8,6,0.24,5325.17
18/09/2022,North,Electronics,Phones,1122.65,2,0.12,1975.86
31/01/2018,North,Electronics,Phones,957.59,3,0.55,1292.75
11/03/2019,North,Furniture,Chairs,832.19,9,0.21,5916.87
21/02/2022,South,Furniture,Chairs,557.54,2,0.25,836.31
03/09/2022,West,Electronics,Phones,894.86,3,0.5,1342.29
05/11/2022,East,Furniture,Bookcases,485.56,5,0.21,1917.96
08/04/2021,South,Furniture,Bookcases,721.77,1,0.48,375.32
22/06/2021,North,Furniture,Tables,882.98,6,0.38,3284.69
30/06/2019,South,Furniture,Tables,414.42,6,0.33,1665.97
06/01/2021,South,Furniture,Chairs,305.01,4,0.27,890.63
30/06/2022,North,Furniture,Chairs,430.07,6,0.25,1935.32
31/07/2022,West,Furniture,Chairs,825.6,6,0.37,3120.77
21/03/2022,East,Furniture,Bookcases,298.69,10,0.58,1254.5
10/11/2020,East,Furniture,Tables,406.84,6,0.26,1806.37
24/02/2019,North,Furniture,Tables,1093.14,10,0.8,2186.28
21/01/2018,East,Electronics,Laptops,735.78,8,0.34,3884.92
03/02/2018,West,Furniture,Tables,655.92,8,0.31,3620.68
20/11/2020,East,Furniture,Bookcases,963.1,6,0.6,2311.44
19/11/2018,West,Office Supplies,Art,1429.82,3,0.48,2230.52
25/03/2019,North,Furniture,Chairs,467.76,9,0.16,3536.27
07/08/2021,North,Office Supplies,Art,484.57,4,0.13,1686.3
18/07/2020,North,Furniture,Chairs,835.73,8,0.45,3677.21
17/07/2018,South,Furniture,Tables,362.83,3,0.13,946.99
31/12/2021,South,Electronics,Laptops,867.8,9,0.17,6482.47
28/05/2020,South,Electronics,Laptops,1251.1,1,0.24,950.84
13/11/2022,North,Electronics,Phones,1309.63,5,0.17,5434.96
25/06/2018,East,Office Supplies,Labels,690.41,10,0.39,4211.5
18/03/2018,North,Office Supplies,Labels,636.54,5,0.32,2164.24
25/01/2021,West,Furniture,Tables,500.34,6,0.07,2791.9
09/02/2021,South,Furniture,Chairs,353.26,10,0.18,2896.73
03/02/2018,East,Electronics,Phones,893.55,10,0.05,8488.73
12/08/2021,East,Electronics,Phones,734.67,8,0.14,5054.53
28/11/2020,South,Electronics,Phones,662.78,6,0.12,3499.48
10/02/2020,West,Furniture,Tables,352.57,8,0.55,1269.25
18/06/2019,East,Office Supplies,Art,482.92,9,0.32,2955.47
29/05/2019,East,Electronics,Laptops,952.87,6,0.28,4116.4
14/01/2022,South,Office Supplies,Labels,778.64,6,0.34,3083.41
27/02/2018,South,Office Supplies,Art,894.35,2,0.12,1574.06
02/05/2019,South,Office Supplies,Labels,597.9,1,0.15,508.21
29/11/2022,West,Office Supplies,Labels,633.28,2,0.45,696.61
25/10/2021,South,Furniture,Bookcases,531.6,1,0.4,318.96
31/10/2020,East,Electronics,Phones,912.54,3,0.33,1834.21
20/11/2021,West,Electronics,Phones,538.6,3,0.6,646.32
28/12/2020,West,Electronics,Accessories,971.74,4,0.35,2526.52
06/05/2022,North,Furniture,Bookcases,781.64,10,0.08,7191.09
14/02/2022,East,Office Supplies,Storage,699.9,3,0.27,1532.78
27/07/2020,West,Electronics,Laptops,817.63,10,0.07,7603.96
10/10/2019,South,Furniture,Chairs,877.24,3,0.49,1342.18
19/07/2022,South,Electronics,Laptops,395.15,1,0.19,320.07
12/09/2018,North,Furniture,Chairs,792.18,3,0.18,1948.76
31/10/2019,East,Office Supplies,Labels,1070.83,8,0.32,5825.32
20/07/2018,North,Office Supplies,Storage,809.11,10,0.14,6958.35
30/08/2021,South,Office Supplies,Storage,156.78,5,0.17,650.64
29/01/2021,East,Electronics,Accessories,1373.23,4,0.19,4449.27
16/06/2019,South,Furniture,Bookcases,834.98,2,0.05,1586.46
02/08/2018,North,Furniture,Chairs,681,10,0.53,3200.7
15/06/2020,West,Furniture,Chairs,606.22,10,0.25,4546.65
01/08/2022,South,Electronics,Phones,572.49,2,0.25,858.74
23/05/2019,South,Office Supplies,Storage,455.35,2,0.19,737.67
17/12/2021,East,Electronics,Accessories,496.27,2,0.26,734.48
12/07/2021,East,Office Supplies,Art,540.25,1,0.04,518.64
13/02/2020,North,Electronics,Laptops,417.09,3,0.09,1138.66
20/01/2020,South,Furniture,Bookcases,683.81,4,0.17,2270.25
03/01/2021,East,Office Supplies,Labels,914.55,9,0.03,7984.02
21/06/2022,East,Electronics,Phones,866.67,8,0.09,6309.36
16/11/2018,North,Electronics,Laptops,777.23,4,0.19,2518.23
03/06/2021,West,Furniture,Bookcases,735.43,8,0.74,1529.69
22/05/2022,East,Office Supplies,Labels,376.62,2,0.29,534.8
16/03/2019,East,Electronics,Phones,595.17,8,0.12,4190
13/11/2021,East,Electronics,Laptops,479.11,6,0.2,2299.73
19/07/2018,East,Office Supplies,Storage,867.95,6,0.37,3280.85
06/02/2018,North,Office Supplies,Storage,432.64,2,0.29,614.35
15/07/2022,South,Office Supplies,Labels,855.17,6,0.54,2360.27
14/07/2021,West,Office Supplies,Labels,728.24,5,0.28,2621.66
17/02/2020,East,Office Supplies,Storage,1229.64,8,0.25,7377.84
02/04/2020,North,Office Supplies,Art,911.3,2,0.28,1312.27
09/02/2019,East,Office Supplies,Storage,522.07,7,0.2,2923.59
18/03/2022,West,Furniture,Chairs,813.31,5,0.31,2805.92
31/08/2018,West,Furniture,Bookcases,346.22,8,0.23,2132.72
04/08/2020,North,Furniture,Tables,615.46,2,0.07,1144.76
03/08/2019,South,Office Supplies,Labels,370.86,7,0.74,674.97
03/05/2019,West,Electronics,Laptops,636.14,8,0.36,3257.04
16/07/2021,South,Electronics,Laptops,1477.55,10,0.11,13150.19
27/07/2020,South,Electronics,Laptops,316.27,7,0.43,1261.92
11/08/2022,North,Electronics,Accessories,727.66,10,0.56,3201.7
24/01/2021,West,Electronics,Laptops,627.55,3,0.07,1750.86
11/09/2022,East,Office Supplies,Storage,757.29,1,0.17,628.55
04/06/2021,South,Office Supplies,Labels,1042.7,6,0.13,5442.89
28/01/2020,North,Electronics,Accessories,160.77,4,0.28,463.02
12/01/2021,North,Electronics,Phones,623.44,9,0.46,3029.92
19/08/2020,South,Electronics,Phones,759.36,1,0.24,577.11
11/11/2019,North,Office Supplies,Labels,995.67,3,0.22,2329.87
23/04/2019,North,Furniture,Tables,476.27,4,0.2,1524.06
12/04/2022,West,Office Supplies,Art,686.43,10,0.3,4805.01
10/06/2020,South,Furniture,Bookcases,854.92,9,0.61,3000.77
18/08/2021,West,Electronics,Phones,721.1,1,0.39,439.87
05/06/2019,East,Electronics,Accessories,828.35,3,0.51,1217.67
05/06/2021,South,Furniture,Chairs,612.71,8,0.17,4068.39
26/04/2020,South,Furniture,Chairs,681.28,9,0.07,5702.31
21/01/2018,North,Electronics,Phones,646.18,1,0.15,549.25
09/10/2021,East,Electronics,Phones,792.18,3,0.52,1140.74
19/11/2022,North,Office Supplies,Art,934.31,10,0.16,7848.2
11/03/2022,South,Furniture,Chairs,549,7,0.18,3151.26
04/08/2019,North,Electronics,Phones,220.71,7,0.05,1467.72
05/12/2018,South,Office Supplies,Labels,636.91,3,0.27,1394.83
25/05/2021,West,Office Supplies,Art,907.04,6,0.18,4462.64
04/08/2020,West,Electronics,Phones,543.81,8,0.22,3393.37
24/08/2022,West,Furniture,Chairs,780.36,5,0.73,1053.49
19/10/2019,South,Furniture,Chairs,366.83,9,0.3,2311.03
27/09/2018,West,Furniture,Bookcases,1097.28,6,0.44,3686.86
20/08/2020,East,Electronics,Accessories,508.26,3,0.31,1052.1
01/12/2019,South,Furniture,Bookcases,547.94,5,0.15,2328.75
30/03/2018,East,Electronics,Accessories,599.93,3,0.47,953.89
05/05/2019,East,Electronics,Phones,980.02,1,0.17,813.42
11/08/2021,South,Electronics,Laptops,443.67,7,0.4,1863.41
10/02/2022,East,Electronics,Laptops,561.72,6,0.39,2055.9
17/07/2018,West,Office Supplies,Storage,738.08,8,0.45,3247.55
16/03/2018,South,Electronics,Accessories,430.68,9,0.17,3217.18
30/01/2022,South,Electronics,Phones,723.21,7,0.24,3847.48
19/04/2018,North,Furniture,Chairs,408.34,3,0.13,1065.77
05/04/2018,West,Furniture,Bookcases,352.92,6,0.38,1312.86
10/04/2018,East,Furniture,Tables,686.43,10,0.46,3706.72
10/09/2018,North,Office Supplies,Labels,673.89,2,0.49,687.37
15/12/2021,West,Office Supplies,Art,579.61,6,0.36,2225.7
11/04/2022,East,Office Supplies,Storage,729.11,6,0.2,3499.73
21/11/2021,South,Office Supplies,Labels,599.14,8,0.09,4361.74
25/10/2018,South,Electronics,Phones,702.2,2,0.09,1278
23/03/2021,North,Electronics,Phones,815.5,7,0.28,4110.12
13/04/2021,South,Office Supplies,Art,1262.39,7,0.19,7157.75
09/11/2021,East,Office Supplies,Storage,639.14,9,0.23,4429.24
13/06/2018,North,Furniture,Bookcases,477.03,9,0.55,1931.97
10/06/2018,South,Electronics,Phones,576.78,10,0.47,3056.93
16/04/2022,South,Electronics,Accessories,538.87,3,0.47,856.8
05/02/2019,East,Furniture,Bookcases,892.85,10,0.08,8214.22
02/01/2022,South,Furniture,Chairs,982.26,6,0.41,3477.2
12/01/2018,South,Electronics,Laptops,829.83,5,0.31,2862.91
07/06/2018,West,Electronics,Accessories,691.78,9,0.23,4794.04
29/01/2019,South,Furniture,Bookcases,481.03,9,0.08,3982.93
07/08/2021,North,Furniture,Chairs,1054.41,6,0.29,4491.79
21/09/2022,South,Office Supplies,Art,339.87,5,0.37,1070.59
09/02/2020,East,Electronics,Accessories,1461.32,8,0.2,9352.45
23/06/2019,North,Electronics,Accessories,444.8,9,0.28,2882.3
29/03/2022,South,Office Supplies,Art,529.12,5,0.2,2116.48
18/05/2018,South,Electronics,Phones,821.9,5,0.04,3945.12
17/02/2022,North,Electronics,Phones,802.75,7,0.29,3989.67
09/01/2021,North,Furniture,Bookcases,860.85,6,0.16,4338.68
01/11/2018,North,Furniture,Bookcases,526.96,4,0.49,1075
17/10/2019,West,Electronics,Laptops,439.3,1,0.33,294.33
08/07/2021,West,Electronics,Accessories,821.24,9,0.46,3991.23
18/05/2022,South,Electronics,Phones,1126.54,10,0.41,6646.59
07/02/2018,South,Electronics,Phones,614.27,9,0.36,3538.2
26/03/2021,North,Furniture,Tables,572.76,5,0.12,2520.14
12/05/2021,East,Office Supplies,Art,612.45,10,0.27,4470.89
30/08/2022,South,Electronics,Accessories,744.34,9,0.2,5359.25
04/11/2019,East,Electronics,Phones,363.42,3,0.59,447.01
16/01/2022,West,Furniture,Bookcases,496.06,5,0.12,2182.66
23/09/2022,West,Electronics,Laptops,1092.69,2,0.35,1420.5
25/09/2022,West,Furniture,Tables,215.8,9,0.26,1437.23
02/02/2020,South,Furniture,Bookcases,329.46,2,0.12,579.85
30/03/2018,North,Office Supplies,Art,727,5,0.36,2326.4
22/10/2018,West,Office Supplies,Art,421.85,1,0.19,341.7
03/11/2022,South,Office Supplies,Art,514.46,10,0.68,1646.27
27/04/2020,East,Electronics,Accessories,809.65,9,0.12,6412.43
05/01/2018,North,Office Supplies,Art,439.9,7,0.21,2432.65
23/02/2020,West,Furniture,Bookcases,280.63,6,0.25,1262.84
10/03/2022,East,Electronics,Phones,758.51,4,0.23,2336.21
08/12/2018,South,Furniture,Tables,821.7,9,0.58,3106.03
31/07/2021,West,Electronics,Phones,832.2,2,0.18,1364.81
23/11/2018,West,Furniture,Tables,453.87,9,0.31,2818.53
07/06/2019,East,Furniture,Chairs,562.62,10,0.29,3994.6
25/10/2019,East,Electronics,Accessories,323.38,1,0.25,242.53
28/11/2020,West,Electronics,Accessories,255.05,7,0.3,1249.75
18/10/2019,South,Office Supplies,Storage,1159.72,9,0.65,3653.12
24/07/2019,South,Electronics,Accessories,557.89,7,0.45,2147.88
03/04/2020,North,Office Supplies,Labels,469.9,2,0.14,808.23
03/09/2020,West,Office Supplies,Labels,817.11,6,0.15,4167.26
17/11/2022,South,Office Supplies,Storage,670.38,8,0.48,2788.78
06/10/2021,South,Office Supplies,Storage,699.9,5,0.2,2799.6
15/09/2020,South,Furniture,Bookcases,1061.29,10,0.13,9233.22
14/11/2019,East,Electronics,Phones,754.12,5,0.38,2337.77
27/08/2018,South,Office Supplies,Labels,396.38,5,0.11,1763.89
21/03/2022,East,Electronics,Laptops,1075.28,5,0.05,5107.58
01/07/2022,East,Furniture,Chairs,1214.66,5,0.18,4980.11
29/05/2020,West,Electronics,Laptops,497.66,8,0.2,3185.02
29/11/2021,North,Electronics,Phones,475.97,7,0.47,1765.85
28/03/2018,East,Office Supplies,Art,539.43,3,0.48,841.51
11/03/2020,North,Electronics,Phones,633.44,2,0.31,874.15
22/01/2022,North,Electronics,Accessories,417.15,9,0.12,3303.83
20/06/2022,East,Electronics,Phones,761.17,6,0.39,2785.88
04/03/2018,West,Office Supplies,Labels,1029.76,1,0.2,823.81
12/06/2019,East,Furniture,Bookcases,506.12,7,0.26,2621.7
05/02/2021,South,Office Supplies,Art,672.51,10,0.48,3497.05
07/11/2018,East,Office Supplies,Storage,696.26,4,0.12,2450.84
01/02/2021,North,Furniture,Tables,825.14,9,0.32,5049.86
29/12/2018,West,Electronics,Accessories,372.25,9,0.46,1809.14
17/07/2021,West,Furniture,Tables,978,2,0.45,1075.8
05/08/2022,West,Office Supplies,Art,692.79,8,0.41,3269.97
14/12/2020,South,Office Supplies,Labels,1142.93,8,0.21,7223.32
27/07/2022,North,Furniture,Tables,515.57,10,0.25,3866.78
07/08/2018,West,Furniture,Chairs,892.21,6,0.06,5032.06
12/01/2021,East,Office Supplies,Labels,492.94,8,0.29,2799.9
06/01/2019,North,Electronics,Accessories,636.53,10,0.37,4010.14
17/04/2021,East,Office Supplies,Art,901.99,8,0.33,4834.67
18/06/2021,East,Electronics,Phones,923.97,8,0.32,5026.4
14/10/2018,South,Office Supplies,Labels,696.53,6,0.16,3510.51
04/08/2018,West,Office Supplies,Labels,673.4,10,0.08,6195.28
20/08/2018,West,Furniture,Chairs,667.75,7,0.38,2898.03
02/02/2021,West,Furniture,Chairs,824.03,5,0.17,3419.72
16/02/2018,South,Office Supplies,Labels,476.35,10,0.43,2715.2
10/06/2018,South,Office Supplies,Storage,596.77,1,0.25,447.58
17/07/2018,East,Furniture,Chairs,649.93,6,0.4,2339.75
01/10/2021,West,Furniture,Bookcases,352.12,2,0.3,492.97
20/05/2021,East,Electronics,Laptops,758.62,2,0.15,1289.65
02/09/2019,North,Furniture,Tables,316.6,5,0.18,1298.06
16/10/2019,West,Electronics,Phones,536.76,5,0.4,1610.28
09/04/2021,West,Furniture,Chairs,687.73,8,0.02,5391.8
08/08/2021,West,Furniture,Bookcases,183.45,9,0.23,1271.31
10/12/2021,East,Office Supplies,Storage,734.39,2,0.13,1277.84
28/07/2021,East,Furniture,Bookcases,451.39,1,0.35,293.4
02/03/2019,West,Office Supplies,Labels,418.74,7,0.47,1553.53
30/01/2022,North,Office Supplies,Storage,1085.83,6,0.16,5472.58
15/01/2018,West,Electronics,Accessories,882.62,8,0.16,5931.21
06/06/2020,West,Electronics,Laptops,742.44,1,0.31,512.28
02/10/2018,West,Office Supplies,Labels,958.28,7,0.07,6238.4
27/10/2019,West,Furniture,Tables,753.87,1,0.8,150.77
14/05/2022,East,Furniture,Tables,989.64,9,0.42,5165.92
13/12/2022,West,Furniture,Tables,581.04,9,0.3,3660.55
10/12/2019,North,Furniture,Tables,1076.62,3,0.19,2616.19
16/03/2020,North,Office Supplies,Labels,677.89,10,0.14,5829.85
05/03/2019,South,Furniture,Chairs,553.98,8,0.31,3057.97
29/11/2019,East,Furniture,Bookcases,720.56,1,0.26,533.21
14/01/2018,East,Electronics,Laptops,571.36,5,0.65,999.88
19/12/2022,East,Electronics,Phones,736.25,7,0.29,3659.16
27/03/2020,West,Furniture,Bookcases,663.18,5,0.15,2818.51
29/12/2019,North,Electronics,Accessories,1453.79,3,0.25,3271.03
13/04/2022,West,Electronics,Laptops,441.82,10,0.36,2827.65
30/01/2019,West,Electronics,Laptops,828.17,5,0.36,2650.14
18/02/2021,South,Electronics,Laptops,837,4,0.19,2711.88
16/12/2018,South,Electronics,Phones,764.78,6,0.25,3441.51
15/03/2018,North,Office Supplies,Labels,586.95,10,0.14,5047.77
17/03/2020,South,Office Supplies,Art,511.1,6,0.29,2177.29
10/12/2022,South,Furniture,Chairs,715.86,6,0.16,3607.93
27/08/2022,East,Furniture,Bookcases,627.49,9,0.29,4009.66
30/12/2018,North,Office Supplies,Storage,744.96,3,0.44,1251.53
30/05/2020,West,Office Supplies,Storage,663.36,8,0.12,4670.05
05/12/2018,North,Electronics,Laptops,682.68,3,0.36,1310.75
13/09/2019,North,Office Supplies,Labels,613.31,1,0.5,306.65
17/08/2021,West,Office Supplies,Art,724.8,10,0.34,4783.68
11/09/2019,South,Electronics,Laptops,1339.64,10,0.15,11386.94
13/01/2019,North,Office Supplies,Labels,521.89,7,0.13,3178.31
25/02/2021,South,Furniture,Bookcases,456.44,7,0.55,1437.79
13/01/2020,North,Office Supplies,Art,417.96,5,0.26,1546.45
15/01/2021,West,Electronics,Laptops,360.4,5,0.45,991.1
29/08/2019,West,Furniture,Chairs,647.32,5,0.51,1585.93
09/06/2022,East,Electronics,Phones,770.98,10,0.43,4394.59
13/03/2020,South,Electronics,Phones,1003.09,8,0.25,6018.54
11/07/2020,East,Furniture,Bookcases,710.56,10,0.39,4334.42
03/05/2021,East,Furniture,Tables,248.66,3,0.7,223.79
04/09/2022,South,Office Supplies,Storage,1012.92,5,0.31,3494.57
05/03/2021,South,Electronics,Accessories,643.76,8,0.11,4583.57
07/07/2018,North,Furniture,Bookcases,337.22,3,0.34,667.7
30/08/2018,South,Electronics,Laptops,218.4,6,0.72,366.91
08/02/2020,West,Furniture,Tables,1037.65,6,0.11,5541.05
18/04/2021,North,Furniture,Chairs,371.64,3,0.06,1048.02
23/05/2020,East,Electronics,Laptops,807.46,10,0.11,7186.39
08/04/2019,South,Electronics,Laptops,247.61,10,0.4,1485.66
27/03/2020,West,Furniture,Tables,752.9,4,0.25,2258.7
28/02/2020,South,Office Supplies,Art,162.36,6,0.14,837.78
10/10/2020,South,Furniture,Chairs,479.29,1,0.21,378.64
15/04/2019,North,Furniture,Tables,620.58,9,0.44,3127.72
25/09/2018,East,Office Supplies,Labels,602.61,1,0.28,433.88
19/06/2019,West,Electronics,Phones,646.82,9,0.19,4715.32
27/12/2020,East,Electronics,Accessories,611.82,4,0.27,1786.51
28/05/2020,North,Furniture,Tables,651.15,7,0.16,3828.76
19/09/2020,East,Office Supplies,Labels,741.3,6,0.05,4225.41
16/08/2018,West,Electronics,Accessories,1190.24,8,0.16,7998.41
30/10/2021,South,Electronics,Accessories,550,6,0.24,2508
08/11/2021,West,Office Supplies,Labels,1119.39,9,0.43,5742.47
24/05/2020,North,Furniture,Tables,530.24,8,0.35,2757.25
16/08/2020,East,Electronics,Accessories,677.62,2,0.18,1111.3
29/08/2018,East,Office Supplies,Labels,297.01,9,0.37,1684.05
02/07/2018,South,Furniture,Bookcases,908.72,6,0.47,2889.73
24/04/2018,South,Office Supplies,Art,1025.08,10,0.26,7585.59
26/03/2018,South,Office Supplies,Labels,360.4,7,0.06,2371.43
16/03/2018,South,Office Supplies,Storage,554.34,3,0.41,981.18
19/08/2019,West,Office Supplies,Art,606.79,1,0.22,473.3
30/09/2020,South,Furniture,Tables,619.74,2,0.11,1103.14
01/07/2020,South,Electronics,Phones,363.11,1,0.11,323.17
05/05/2018,West,Office Supplies,Art,523.07,5,0.21,2066.13
24/03/2021,East,Office Supplies,Storage,491.94,3,0.35,959.28
13/11/2022,North,Electronics,Accessories,949.85,6,0.15,4844.24
04/10/2019,East,Furniture,Tables,1084.91,4,0.56,1909.44
11/02/2021,East,Electronics,Accessories,498.58,3,0.5,747.87
09/07/2022,East,Electronics,Accessories,752.68,3,0.13,1964.49
13/11/2021,North,Office Supplies,Art,1010.62,2,0.31,1394.66
03/09/2020,East,Office Supplies,Art,536.44,3,0.34,1062.15
29/05/2018,North,Furniture,Chairs,733.09,6,0.38,2727.09
20/04/2021,North,Electronics,Laptops,939.45,7,0.36,4208.74
20/04/2020,South,Office Supplies,Storage,815.87,10,0.04,7832.35
22/01/2021,North,Electronics,Accessories,533.49,8,0.19,3457.02
24/07/2019,West,Office Supplies,Storage,827.23,7,0.28,4169.24
27/11/2018,South,Office Supplies,Art,864.99,9,0.37,4904.49
13/10/2018,East,Electronics,Laptops,327.13,6,0.08,1805.76
27/12/2020,East,Furniture,Tables,608.76,3,0.3,1278.4
01/04/2021,South,Electronics,Phones,1057.69,8,0.11,7530.75
09/12/2018,West,Electronics,Laptops,888.57,1,0.07,826.37
01/12/2019,South,Office Supplies,Storage,326.33,4,0.32,887.62
21/07/2018,North,Office Supplies,Art,814.75,5,0.5,2036.88
19/11/2019,South,Office Supplies,Storage,511.31,2,0.67,337.46
24/07/2022,East,Office Supplies,Storage,714.56,8,0.27,4173.03
09/02/2018,West,Electronics,Laptops,854.04,5,0.24,3245.35
07/10/2018,North,Office Supplies,Storage,550.37,10,0.33,3687.48
25/10/2021,North,Office Supplies,Labels,1168.72,6,0.05,6661.7
10/12/2021,East,Furniture,Bookcases,942.53,2,0.48,980.23
25/06/2021,East,Furniture,Chairs,729.52,2,0.38,904.6
03/07/2022,North,Office Supplies,Art,661.88,3,0.18,1628.22
26/08/2022,West,Office Supplies,Labels,570.42,2,0.2,912.67
15/11/2021,South,Furniture,Tables,677.56,5,0.14,2913.51
10/05/2022,West,Furniture,Bookcases,402.74,8,0.59,1320.99
04/06/2022,South,Furniture,Chairs,207.73,7,0.12,1279.62
15/12/2020,East,Electronics,Laptops,953.98,5,0.11,4245.21
12/04/2019,South,Electronics,Accessories,886.56,7,0.19,5026.8
01/10/2019,North,Electronics,Laptops,413.48,6,0.36,1587.76
15/06/2018,East,Electronics,Phones,246.45,7,0.34,1138.6
04/11/2021,South,Office Supplies,Labels,796.8,4,0.19,2581.63
28/03/2020,South,Furniture,Chairs,1125.72,6,0.35,4390.31
01/03/2019,South,Furniture,Tables,427.76,10,0.31,2951.54
21/11/2021,North,Furniture,Bookcases,644.93,5,0.48,1676.82
11/06/2018,West,Office Supplies,Storage,351.98,1,0.16,295.66
31/12/2021,East,Electronics,Laptops,431.55,8,0.33,2313.11
23/06/2019,North,Office Supplies,Storage,1134.86,1,0.26,839.8
12/06/2020,East,Electronics,Accessories,909.33,2,0.26,1345.81
13/10/2018,West,Electronics,Laptops,588.13,10,0.17,4881.48
16/07/2019,East,Electronics,Phones,966.41,7,0.13,5885.44
18/10/2021,East,Furniture,Bookcases,258.79,9,0.08,2142.78
05/04/2022,East,Office Supplies,Storage,1072.99,3,0.05,3058.02
18/01/2020,North,Office Supplies,Labels,472.88,8,0.28,2723.79
10/03/2020,North,Furniture,Bookcases,507.77,9,0.4,2741.96
04/12/2022,South,Furniture,Chairs,1266.95,5,0.28,4561.02
11/04/2022,West,Furniture,Tables,722.74,4,0.15,2457.32
25/12/2020,West,Electronics,Phones,1175.41,1,0.15,999.1
26/08/2022,West,Electronics,Accessories,516.57,5,0.21,2040.45
29/05/2019,South,Office Supplies,Storage,398.96,8,0.27,2329.93
16/08/2022,West,Office Supplies,Labels,853.68,9,0.15,6530.65
22/07/2019,East,Furniture,Tables,782.96,10,0.11,6968.34
11/10/2018,East,Furniture,Bookcases,1121.77,1,0.19,908.63
04/08/2019,East,Electronics,Laptops,505.36,3,0.33,1015.77
20/08/2018,South,Furniture,Tables,372.62,7,0.21,2060.59
29/10/2019,West,Electronics,Laptops,902.98,5,0.17,3747.37
13/01/2019,South,Office Supplies,Labels,727.87,8,0.19,4716.6
16/07/2022,South,Office Supplies,Art,375.37,1,0.21,296.54
