HireDate,TerminationDate,JobTitle,Department,Salary,Gender
09/09/2022,03/10/2022,Marketing Manager,Human Resources,71521.51,Female
27/06/2018,28/04/2022,Designer,Human Resources,47710.53,Female
02/08/2018,30/04/2022,Marketing Manager,Human Resources,167694.68,Male
22/10/2018,28/05/2020,Designer,Marketing,55575.65,Female
10/01/2020,24/05/2020,Software Engineer,Sales,50626.14,Male
31/08/2020,28/08/2021,Sales Representative,Design,78030.05,Female
23/09/2022,30/09/2022,Software Engineer,Human Resources,78958.17,Female
17/04/2018,29/08/2019,Designer,Product,49710.23,Female
05/11/2018,15/01/2019,Designer,Human Resources,85053.82,Male
04/09/2019,11/07/2021,Product Manager,Design,67925.31,Female
09/02/2018,15/12/2020,Product Manager,Marketing,36796.35,Male
28/12/2021,02/07/2022,Designer,Design,102593.29,Male
17/06/2022,07/09/2022,Product Manager,Data Science,88609.34,Female
06/07/2018,07/04/2020,Human Resources,Human Resources,106295.39,Male
27/10/2022,17/12/2022,Sales Representative,Sales,51896.77,Female
09/09/2018,19/02/2021,Marketing Manager,Human Resources,62409.27,Female
08/10/2018,31/07/2019,Product Manager,Engineering,66949.18,Male
20/08/2020,28/07/2021,Sales Representative,Data Science,82781.23,Female
03/12/2022,24/12/2022,Sales Representative,Product,49336.59,Female
24/03/2022,31/08/2022,Software Engineer,Data Science,44981.5,Female
01/12/2021,03/12/2021,Designer,Data Science,96035.26,Male
15/10/2019,29/06/2021,Human Resources,Engineering,69618.39,Female
19/03/2018,19/07/2018,Data Scientist,Design,36936.97,Male
28/08/2019,04/08/2022,Data Scientist,Marketing,40354.64,Female
15/07/2021,10/10/2021,Designer,Sales,65933.97,Female
05/09/2020,25/09/2022,Product Manager,Marketing,72148.87,Female
16/05/2018,12/01/2019,Human Resources,Data Science,62648.22,Female
12/01/2021,12/08/2022,Product Manager,Data Science,198165.43,Female
16/09/2019,25/12/2019,Sales Representative,Sales,86423.94,Male
20/04/2022,18/07/2022,Marketing Manager,Sales,40035.86,Male
15/01/2021,02/11/2021,Designer,Product,102921.41,Female
17/12/2019,30/04/2021,Data Scientist,Marketing,31816.87,Male
10/10/2021,27/11/2022,Software Engineer,Design,67095.96,Female
13/03/2022,02/09/2022,Product Manager,Engineering,57438.47,Male
28/12/2021,20/05/2022,Software Engineer,Human Resources,67974.24,Male
02/03/2021,01/11/2021,Software Engineer,Product,97266.88,Female
19/11/2019,30/01/2021,Human Resources,Human Resources,66208.23,Male
23/07/2022,09/08/2022,Data Scientist,Data Science,124182.22,Male
28/07/2022,05/08/2022,Data Scientist,Data Science,73013.14,Female
27/06/2018,10/02/2020,Designer,Product,84139.37,Female
21/03/2018,27/02/2020,Marketing Manager,Sales,47045.7,Female
05/08/2018,28/10/2021,Product Manager,Data Science,48642.19,Male
25/09/2020,12/02/2021,Software Engineer,Marketing,98674.85,Female
01/09/2020,11/06/2022,Sales Representative,Human Resources,66795.53,Female
02/06/2021,15/07/2022,Marketing Manager,Product,79948.46,Male
18/03/2022,16/09/2022,Software Engineer,Human Resources,38917.66,Male
21/08/2018,24/10/2020,Marketing Manager,Product,65779.17,Male
02/10/2019,14/04/2020,Sales Representative,Human Resources,45356.65,Male
19/07/2019,19/06/2021,Marketing Manager,Design,53767,Female
30/10/2020,01/07/2021,Marketing Manager,Sales,34399.51,Female
13/09/2021,21/08/2022,Designer,Sales,65244.35,Male
13/02/2022,18/02/2022,Data Scientist,Data Science,62601.59,Male
26/02/2020,04/12/2021,Software Engineer,Product,40960.6,Female
09/10/2020,17/02/2021,Software Engineer,Sales,25320.7,Male
01/05/2019,30/06/2022,Marketing Manager,Product,102716.8,Female
11/07/2020,04/09/2021,Designer,Product,58382.36,Female
03/07/2020,31/03/2021,Designer,Marketing,81153.37,Female
13/03/2018,02/02/2019,Sales Representative,Design,127640.83,Male
27/07/2018,17/09/2022,Sales Representative,Data Science,38408.8,Male
06/06/2019,10/04/2021,Data Scientist,Design,39203.62,Female
10/08/2022,15/09/2022,Marketing Manager,Sales,37543.12,Female
03/02/2020,20/10/2020,Data Scientist,Data Science,77595.03,Female
02/06/2022,13/08/2022,Data Scientist,Human Resources,53032.87,Female
07/06/2018,05/08/2022,Product Manager,Design,63474.21,Male
29/06/2019,21/07/2019,Sales Representative,Data Science,55176.75,Male
19/06/2020,19/09/2021,Human Resources,Product,82027.76,Male
01/03/2019,02/11/2020,Human Resources,Product,80741.62,Female
09/02/2020,09/12/2021,Product Manager,Sales,26735.1,Female
17/08/2018,01/08/2020,Sales Representative,Design,49182.36,Female
15/08/2020,28/12/2021,Data Scientist,Product,67929.61,Female
11/10/2020,21/12/2021,Data Scientist,Product,86962.36,Male
11/08/2020,22/12/2022,Human Resources,Engineering,31938.96,Female
22/09/2021,04/10/2022,Data Scientist,Engineering,69366.01,Female
13/04/2019,22/08/2020,Marketing Manager,Engineering,103435.84,Female
12/12/2021,14/12/2021,Software Engineer,Human Resources,97683.2,Female
19/07/2019,02/04/2022,Designer,Engineering,60944.04,Female
24/02/2022,29/04/2022,Human Resources,Data Science,34664.8,Male
22/09/2019,28/02/2020,Sales Representative,Human Resources,81519.5,Male
13/07/2022,29/09/2022,Product Manager,Product,104926.49,Female
20/07/2018,24/03/2019,Designer,Sales,71236.99,Female
07/08/2018,02/04/2019,Designer,Human Resources,148305.16,Male
19/06/2021,31/01/2022,Product Manager,Human Resources,97306.71,Female
13/12/2018,09/12/2019,Human Resources,Design,52891.12,Male
03/06/2021,02/06/2022,Product Manager,Design,122425.45,Male
24/12/2018,14/03/2022,Marketing Manager,Marketing,46134.4,Female
30/06/2018,20/07/2022,Sales Representative,Product,82596.19,Female
28/08/2020,21/12/2022,Product Manager,Marketing,51715.79,Male
26/12/2019,28/11/2020,Data Scientist,Design,54257.63,Male
03/11/2021,20/08/2022,Human Resources,Marketing,46531.14,Male
16/10/2020,18/04/2022,Human Resources,Data Science,83213.63,Male
22/04/2019,16/04/2021,Marketing Manager,Engineering,45236.13,Female
22/08/2019,21/10/2022,Marketing Manager,Design,44978.11,Male
27/07/2020,08/08/2021,Sales Representative,Product,59699.84,Female
22/06/2018,08/02/2019,Human Resources,Product,45932.28,Female
17/06/2018,10/12/2021,Designer,Data Science,63197.93,Male
06/11/2019,05/08/2021,Sales Representative,Marketing,69275.19,Male
19/11/2018,06/11/2020,Human Resources,Marketing,67171.82,Male
15/06/2020,15/06/2022,Marketing Manager,Engineering,65027.1,Female
04/02/2019,15/02/2020,Data Scientist,Sales,72236.85,Male
23/05/2019,05/09/2021,Software Engineer,Sales,32110.27,Female
30/12/2019,04/08/2020,Designer,Design,78002.21,Male
15/06/2021,12/11/2021,Product Manager,Data Science,110613.14,Male
10/07/2020,28/07/2021,Data Scientist,Engineering,107387.87,Female
02/11/2020,12/04/2021,Designer,Engineering,41761.7,Female
18/03/2021,18/01/2022,Sales Representative,Marketing,81352.05,Female
29/10/2020,29/12/2022,Human Resources,Marketing,111770.77,Male
24/12/2020,13/09/2021,Designer,Engineering,58065.12,Male
06/08/2020,27/10/2022,Data Scientist,Sales,39145.79,Male
31/07/2021,22/08/2022,Sales Representative,Design,121232.48,Female
25/01/2018,19/03/2019,Marketing Manager,Data Science,35950.16,Female
03/02/2018,03/11/2022,Sales Representative,Data Science,92294.72,Male
25/10/2019,29/12/2020,Product Manager,Engineering,87487.66,Female
28/02/2021,27/09/2021,Human Resources,Design,78988.65,Male
16/12/2022,18/12/2022,Human Resources,Data Science,87660.49,Male
19/01/2022,21/04/2022,Software Engineer,Product,45304.75,Male
24/10/2018,12/10/2021,Sales Representative,Product,24594.65,Male
27/11/2018,26/05/2020,Software Engineer,Data Science,80808.84,Male
17/04/2019,07/09/2020,Sales Representative,Sales,106670.32,Male
09/05/2021,06/08/2021,Data Scientist,Engineering,94997.6,Male
14/02/2022,22/05/2022,Human Resources,Design,64228.72,Female
19/03/2018,29/04/2019,Designer,Design,63239.34,Female
26/07/2020,26/10/2022,Data Scientist,Human Resources,64257.72,Male
21/12/2021,21/06/2022,Sales Representative,Sales,52435.89,Female
05/05/2022,12/06/2022,Data Scientist,Design,66553.08,Female
23/11/2021,09/04/2022,Marketing Manager,Human Resources,61604.63,Male
02/12/2021,20/03/2022,Designer,Design,81502.62,Male
25/12/2021,18/08/2022,Data Scientist,Engineering,71677.47,Male
11/12/2020,20/05/2022,Product Manager,Engineering,43384.03,Female
23/09/2020,10/12/2021,Product Manager,Human Resources,78169.98,Female
31/07/2021,26/01/2022,Sales Representative,Marketing,75864.08,Female
22/04/2019,18/05/2020,Designer,Design,77117.17,Female
02/04/2018,24/08/2022,Marketing Manager,Data Science,78267.22,Male
11/03/2020,03/02/2021,Sales Representative,Data Science,59758.58,Female
18/05/2019,19/01/2021,Marketing Manager,Sales,90625.74,Male
23/03/2020,19/09/2020,Software Engineer,Product,65221.93,Male
16/08/2020,31/03/2022,Marketing Manager,Data Science,72224.33,Male
18/05/2020,29/12/2020,Software Engineer,Marketing,49851.79,Male
13/07/2018,08/02/2020,Marketing Manager,Engineering,88715.21,Female
02/04/2018,29/07/2020,Designer,Engineering,44502.01,Female
20/09/2021,19/11/2022,Sales Representative,Sales,56573.89,Female
28/12/2021,11/06/2022,Data Scientist,Sales,40868.39,Male
13/10/2019,07/05/2021,Designer,Marketing,76217.55,Female
28/01/2020,22/10/2020,Human Resources,Design,138030.34,Male
17/01/2022,20/12/2022,Sales Representative,Sales,66537.07,Male
24/03/2019,20/04/2021,Software Engineer,Human Resources,37717.81,Male
27/10/2018,29/05/2020,Sales Representative,Marketing,63151.11,Female
17/12/2019,18/08/2021,Designer,Design,87935.31,Male
20/03/2018,12/08/2018,Designer,Product,79009.75,Male
01/09/2018,20/10/2020,Designer,Human Resources,50096.85,Male
26/05/2018,09/09/2019,Marketing Manager,Product,85094.34,Female
07/09/2019,29/08/2022,Data Scientist,Design,73331.23,Female
16/12/2022,24/12/2022,Software Engineer,Human Resources,90023.08,Male
26/01/2018,02/05/2019,Sales Representative,Sales,20242.61,Female
13/01/2020,16/01/2020,Data Scientist,Product,95280.27,Male
10/12/2022,26/12/2022,Marketing Manager,Sales,68721.89,Female
08/09/2018,10/11/2020,Designer,Engineering,172745.36,Female
08/09/2018,26/11/2021,Designer,Design,47481.86,Male
18/07/2022,03/08/2022,Sales Representative,Sales,60700.32,Female
13/10/2021,20/04/2022,Data Scientist,Sales,40412.25,Male
15/08/2021,16/12/2022,Software Engineer,Human Resources,72614.82,Male
07/10/2019,23/10/2020,Designer,Data Science,36422.85,Male
08/07/2018,15/04/2021,Sales Representative,Human Resources,106076.21,Male
08/09/2020,09/06/2021,Designer,Data Science,141781.67,Female
22/08/2020,14/05/2022,Software Engineer,Sales,75905.98,Male
27/09/2018,16/08/2021,Product Manager,Sales,41085.38,Female
08/10/2019,14/11/2019,Software Engineer,Design,34605.66,Male
28/03/2018,17/05/2020,Designer,Product,104014.34,Female
09/07/2020,20/12/2022,Software Engineer,Product,55186.69,Female
18/08/2022,16/12/2022,Designer,Sales,63897.27,Female
30/09/2019,05/10/2021,Marketing Manager,Product,43010.95,Male
20/06/2020,06/08/2022,Designer,Design,53614.82,Male
27/05/2020,08/12/2022,Software Engineer,Sales,66404.35,Female
26/08/2018,09/09/2021,Software Engineer,Design,62962.9,Male
16/05/2019,27/11/2021,Marketing Manager,Human Resources,87031.91,Male
26/03/2018,31/10/2019,Data Scientist,Sales,101588.13,Male
16/09/2021,27/10/2021,Sales Representative,Marketing,62484.89,Female
13/01/2020,10/06/2020,Product Manager,Data Science,126621.81,Female
06/06/2019,18/07/2020,Data Scientist,Marketing,78712.87,Male
20/11/2020,12/07/2021,Software Engineer,Design,34283.92,Female
11/06/2019,23/03/2021,Designer,Data Science,88909.07,Male
07/05/2022,07/12/2022,Human Resources,Human Resources,109995.33,Female
21/08/2020,14/02/2021,Data Scientist,Sales,59023.21,Male
27/03/2020,08/08/2020,Data Scientist,Human Resources,93915,Male
16/02/2021,28/06/2022,Sales Representative,Sales,67798.82,Female
15/10/2019,19/12/2022,Marketing Manager,Sales,59753.52,Female
23/12/2022,27/12/2022,Product Manager,Engineering,36634.52,Male
01/01/2020,09/05/2020,Product Manager,Product,28837.21,Male
20/07/2019,15/02/2022,Product Manager,Data Science,95301.95,Male
14/01/2018,07/04/2022,Designer,Product,66135.56,Female
28/09/2018,13/06/2022,Data Scientist,Sales,80407.58,Female
10/12/2020,01/04/2021,Data Scientist,Design,75957.22,Female
03/04/2021,19/11/2022,Sales Representative,Design,44156.03,Female
04/10/2018,07/09/2022,Sales Representative,Design,45276.13,Female
22/12/2020,09/12/2021,Designer,Design,90126.06,Male
08/03/2022,11/09/2022,Sales Representative,Engineering,74082.68,Male
24/08/2018,27/12/2020,Software Engineer,Engineering,37502.23,Female
07/05/2021,05/10/2022,Marketing Manager,Design,64185.42,Female
09/11/2021,26/12/2021,Sales Representative,Engineering,104081,Male
09/05/2022,19/07/2022,Designer,Human Resources,70981.95,Female
20/04/2018,22/10/2021,Human Resources,Design,151107.92,Male
21/09/2021,05/05/2022,Product Manager,Product,30914.13,Male
30/06/2018,05/04/2021,Marketing Manager,Design,51403.55,Female
01/03/2020,23/12/2022,Sales Representative,Sales,91882.22,Female
04/02/2022,31/05/2022,Product Manager,Engineering,84730.66,Female
21/02/2019,26/12/2019,Marketing Manager,Engineering,55464.04,Female
20/02/2020,18/11/2021,Designer,Engineering,97339.77,Male
19/03/2021,11/11/2022,Marketing Manager,Marketing,46740.99,Male
31/05/2021,25/12/2021,Human Resources,Design,74220.12,Male
06/02/2019,08/07/2020,Data Scientist,Design,37288.61,Female
04/07/2022,26/09/2022,Sales Representative,Product,122291.04,Female
02/08/2020,26/09/2020,Data Scientist,Marketing,41189.43,Female
20/10/2022,23/12/2022,Marketing Manager,Marketing,103685.09,Female
04/02/2021,22/03/2022,Marketing Manager,Data Science,58977.1,Female
24/02/2020,08/10/2021,Data Scientist,Product,83355.01,Female
09/09/2020,07/11/2021,Marketing Manager,Product,55081.09,Female
12/12/2019,05/11/2020,Product Manager,Human Resources,68121.77,Female
25/06/2018,27/10/2021,Product Manager,Design,46957.55,Female
10/08/2022,10/08/2022,Sales Representative,Design,51321.84,Female
29/01/2020,04/04/2022,Software Engineer,Marketing,68195.26,Male
21/04/2019,25/08/2021,Human Resources,Data Science,68403.61,Male
05/12/2021,19/05/2022,Sales Representative,Design,112082.72,Male
29/04/2019,03/02/2020,Data Scientist,Engineering,15561.56,Male
24/03/2019,30/06/2022,Product Manager,Design,49928.56,Female
28/06/2019,23/05/2020,Data Scientist,Marketing,66255.42,Female
14/02/2021,31/10/2021,Human Resources,Sales,52566.64,Female
12/12/2020,25/09/2022,Product Manager,Product,138029.71,Female
26/12/2021,13/09/2022,Designer,Sales,133749.63,Male
12/10/2020,21/05/2021,Human Resources,Sales,78111.71,Female
16/07/2018,23/12/2021,Sales Representative,Human Resources,44114.83,Female
09/05/2018,08/11/2018,Human Resources,Engineering,52638.24,Male
16/11/2018,03/12/2021,Human Resources,Sales,81792.61,Male
20/04/2019,09/04/2022,Product Manager,Human Resources,55552.46,Female
07/03/2021,03/10/2022,Designer,Sales,44655.87,Male
11/04/2020,28/10/2020,Designer,Sales,97716.16,Female
12/04/2022,28/08/2022,Human Resources,Human Resources,93031.31,Male
10/08/2021,10/02/2022,Marketing Manager,Product,72463.38,Male
14/08/2020,01/12/2020,Human Resources,Engineering,82146.04,Female
18/11/2021,28/11/2022,Data Scientist,Marketing,99319.6,Female
26/04/2022,04/06/2022,Data Scientist,Marketing,39185.16,Male
12/07/2018,04/11/2020,Human Resources,Human Resources,63927.56,Female
21/09/2020,21/02/2022,Marketing Manager,Data Science,38808.07,Male
20/10/2020,05/11/2022,Product Manager,Design,87624.49,Female
21/11/2021,21/06/2022,Designer,Design,128881.55,Male
21/09/2021,18/10/2021,Designer,Data Science,79162.54,Female
07/10/2020,19/06/2022,Human Resources,Design,80045.69,Male
12/08/2019,14/12/2019,Sales Representative,Sales,127178.69,Male
29/01/2022,26/08/2022,Software Engineer,Human Resources,71293.52,Female
25/01/2021,22/05/2021,Product Manager,Data Science,43272.35,Male
25/05/2019,21/06/2021,Data Scientist,Marketing,71203.9,Male
02/07/2018,25/12/2020,Human Resources,Sales,100277.98,Female
06/07/2022,27/10/2022,Designer,Product,99500.52,Female
26/04/2019,26/03/2022,Software Engineer,Human Resources,123284.8,Female
21/07/2019,22/10/2021,Product Manager,Data Science,141395.64,Male
25/09/2021,12/08/2022,Software Engineer,Sales,56820.31,Male
24/06/2019,24/11/2019,Sales Representative,Human Resources,53738.26,Female
24/12/2019,27/11/2021,Designer,Sales,87453.62,Female
28/08/2021,14/05/2022,Marketing Manager,Marketing,78999.01,Female
18/07/2018,15/02/2020,Human Resources,Product,72141.48,Male
08/08/2022,11/12/2022,Marketing Manager,Human Resources,83087.4,Female
11/02/2020,29/11/2020,Human Resources,Marketing,80851.53,Male
19/07/2018,13/02/2020,Data Scientist,Data Science,24789.52,Male
22/09/2021,10/11/2021,Designer,Sales,77566.44,Male
04/08/2018,05/02/2020,Software Engineer,Sales,71102.13,Male
05/12/2020,19/04/2022,Marketing Manager,Marketing,64894.18,Female
08/12/2021,24/07/2022,Product Manager,Product,47798.22,Female
22/06/2019,25/12/2021,Product Manager,Engineering,81439.04,Female
30/04/2018,18/01/2022,Data Scientist,Marketing,129808.63,Male
30/10/2022,14/12/2022,Data Scientist,Engineering,67474.45,Female
20/03/2018,07/02/2020,Software Engineer,Sales,92111.64,Female
18/10/2021,27/09/2022,Designer,Human Resources,111312.87,Male
11/10/2022,08/12/2022,Human Resources,Sales,106055.87,Female
28/11/2018,22/04/2021,Sales Representative,Engineering,68290.86,Female
28/06/2021,14/12/2021,Sales Representative,Marketing,39386.4,Female
12/11/2021,05/07/2022,Sales Representative,Human Resources,51553.74,Male
23/08/2018,21/07/2021,Marketing Manager,Sales,52650.22,Female
14/11/2021,31/05/2022,Product Manager,Sales,92827.37,Male
01/03/2021,15/10/2021,Sales Representative,Design,86393.41,Female
06/01/2018,23/10/2019,Software Engineer,Engineering,28940.45,Male
30/11/2022,24/12/2022,Designer,Data Science,112816.78,Female
13/01/2019,19/09/2022,Product Manager,Design,36971.32,Female
18/07/2020,18/08/2021,Product Manager,Data Science,50102.19,Female
29/11/2021,12/01/2022,Designer,Data Science,60207.83,Female
30/09/2020,26/11/2022,Software Engineer,Engineering,54299.54,Female
21/10/2019,22/05/2022,Sales Representative,Product,110532.01,Male
25/04/2022,19/06/2022,Software Engineer,Marketing,65965.89,Female
14/03/2020,14/09/2021,Data Scientist,Sales,38995,Female
15/07/2018,03/12/2018,Data Scientist,Engineering,46201.97,Male
